id,merge_commitid,file,Loc_details,block_text_1,block_text_2,recur_segment,proportion
108,"['7fd6edc3a3ff37a750641d5e192835fe217f6050', '8abdf0e95a5d15a310b6df69d33a4510a0b44b4a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4077, 4093, 17), (3853, 3869, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","[1.0, 1.0]"
109,"['7fd6edc3a3ff37a750641d5e192835fe217f6050', '8abdf0e95a5d15a310b6df69d33a4510a0b44b4a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4645, 4646, 2), (4406, 4407, 2)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","[1.0, 1.0]"
110,"['7fd6edc3a3ff37a750641d5e192835fe217f6050', '9272406e82304c5a2a8124c75eedb4b5fdf7273a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4077, 4093, 17), (3973, 4007, 35)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";

    /**
     * String array of Apn configurations of same mvno type GID.
     * The entries should be of form ""GID data:all supported apn types:devicecapability:apnname"".
     * example: 52FF:default,mms:SA:nrphone
     *
     * @hide
     */
    public static final String KEY_MULTI_APN_ARRAY_FOR_SAME_GID = ""multi_apn_array_for_same_gid"";

    /**
     * Flag indicating if APN filtering required.
     *
     * @hide
     */
    public static final String KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY =
            ""require_apn_filtering_with_radio_capability_bool"";

","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","[1.0, 0.509]"
111,"['7fd6edc3a3ff37a750641d5e192835fe217f6050', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4077, 4093, 17), (4632, 4648, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","[1.0, 1.0]"
112,"['7fd6edc3a3ff37a750641d5e192835fe217f6050', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4645, 4646, 2), (5202, 5202, 1)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","[0.599, 1.0]"
113,"['8abdf0e95a5d15a310b6df69d33a4510a0b44b4a', '9272406e82304c5a2a8124c75eedb4b5fdf7273a']",telephony/java/android/telephony/CarrierConfigManager.java,"[(3853, 3869, 17), (3973, 4007, 35)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";

    /**
     * String array of Apn configurations of same mvno type GID.
     * The entries should be of form ""GID data:all supported apn types:devicecapability:apnname"".
     * example: 52FF:default,mms:SA:nrphone
     *
     * @hide
     */
    public static final String KEY_MULTI_APN_ARRAY_FOR_SAME_GID = ""multi_apn_array_for_same_gid"";

    /**
     * Flag indicating if APN filtering required.
     *
     * @hide
     */
    public static final String KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY =
            ""require_apn_filtering_with_radio_capability_bool"";

","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","[1.0, 0.509]"
114,"['8abdf0e95a5d15a310b6df69d33a4510a0b44b4a', 'b03d6d43646266d456c22154a1f6fd945bf79f83']",services/core/java/com/android/server/wm/RootWindowContainer.java,"[(1854, 1854, 1), (1860, 1860, 1)]","    public ActivityStack getTopDisplayFocusedStack() {
","    public Task getTopDisplayFocusedStack() {
","k getTopDisplayFocusedStack() {
","[0.582, 0.696]"
115,"['8abdf0e95a5d15a310b6df69d33a4510a0b44b4a', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",telephony/java/android/telephony/CarrierConfigManager.java,"[(3853, 3869, 17), (4632, 4648, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","[1.0, 1.0]"
116,"['8abdf0e95a5d15a310b6df69d33a4510a0b44b4a', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",telephony/java/android/telephony/CarrierConfigManager.java,"[(4406, 4407, 2), (5202, 5202, 1)]","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
        sDefaults.putInt(KEY_DEFAULT_RTT_MODE_INT, 0);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","        sDefaults.putBoolean(KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE, false);
","[0.599, 1.0]"
117,"['9272406e82304c5a2a8124c75eedb4b5fdf7273a', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",telephony/java/android/telephony/CarrierConfigManager.java,"[(3973, 4007, 35), (4632, 4648, 17)]","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";

    /**
     * String array of Apn configurations of same mvno type GID.
     * The entries should be of form ""GID data:all supported apn types:devicecapability:apnname"".
     * example: 52FF:default,mms:SA:nrphone
     *
     * @hide
     */
    public static final String KEY_MULTI_APN_ARRAY_FOR_SAME_GID = ""multi_apn_array_for_same_gid"";

    /**
     * Flag indicating if APN filtering required.
     *
     * @hide
     */
    public static final String KEY_REQUIRE_APN_FILTERING_WITH_RADIO_CAPABILITY =
            ""require_apn_filtering_with_radio_capability_bool"";

","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","     /**
     * Flag indicating whether carrier supports multianchor conference.
     * In multianchor conference, a participant of a conference can add
     * other participants to the call using merge button thereby resulting
     * in a conference with multi anchors.
     * @hide
     */
    public static final String KEY_CARRIER_SUPPORTS_MULTIANCHOR_CONFERENCE =
            ""carrier_supports_multianchor_conference"";

    /**
     * Determines the default RTT mode.
     *
     * @hide
     */
    public static final String KEY_DEFAULT_RTT_MODE_INT =
            ""default_rtt_mode_int"";
","[0.509, 1.0]"
118,"['9272406e82304c5a2a8124c75eedb4b5fdf7273a', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",core/java/android/app/ActivityManagerInternal.java,"[(444, 445, 2), (490, 491, 2)]","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","    // Starts a process as empty.
    public abstract int startActivityAsUserEmpty(Bundle options);
","[1.0, 1.0]"
119,"['9d10272031d3f400d399db45927abf3be739b074', 'b6d6690a3594cd78966e26508247d4ab1b66776f']",packages/SystemUI/src/com/android/systemui/statusbar/phone/NotificationPanelViewController.java,"[(1187, 1190, 4), (1139, 1146, 8)]","        EmergencyButton emergencyButton =
                mKeyguardBottomArea.findViewById(R.id.emergency_call_button);
        mEmergencyButtonController = mEmergencyButtonControllerFactory.create(emergencyButton);
        mEmergencyButtonController.init();
","
        if (mFeatureFlags.isQuickAccessWalletEnabled()) {
            mKeyguardBottomArea.initWallet(mQuickAccessWalletController);
        }
        EmergencyButton emergencyButton =
                mKeyguardBottomArea.findViewById(R.id.emergency_call_button);
        mEmergencyButtonController = mEmergencyButtonControllerFactory.create(emergencyButton);
        mEmergencyButtonController.init();
","        EmergencyButton emergencyButton =
                mKeyguardBottomArea.findViewById(R.id.emergency_call_button);
        mEmergencyButtonController = mEmergencyButtonControllerFactory.create(emergencyButton);
        mEmergencyButtonController.init();
","[1.0, 0.644]"
120,"['b6d6690a3594cd78966e26508247d4ab1b66776f', 'e85435d4d9a2f7122bd5c97ad0a25c768d124a0e']",packages/SystemUI/src/com/android/systemui/statusbar/phone/PanelViewController.java,"[(584, 588, 5), (625, 628, 4)]","        mFlingVelocity = vel;
        if (mPerf != null) {
            String currentPackage = mView.getContext().getPackageName();
            mPerf.perfHint(BoostFramework.VENDOR_HINT_SCROLL_BOOST, currentPackage, -1, BoostFramework.Scroll.PANEL_VIEW);
        }
","        if (mPerf != null) {
            String currentPackage = mView.getContext().getPackageName();
            mPerf.perfHint(BoostFramework.VENDOR_HINT_SCROLL_BOOST, currentPackage, -1, BoostFramework.Scroll.PANEL_VIEW);
        }
","        if (mPerf != null) {
            String currentPackage = mView.getContext().getPackageName();
            mPerf.perfHint(BoostFramework.VENDOR_HINT_SCROLL_BOOST, currentPackage, -1, BoostFramework.Scroll.PANEL_VIEW);
        }
","[0.887, 1.0]"
